household_key,churn,churn_probability,risk_level,recency,tenure_days,purchase_frequency,discount_rate,median_basket_sales,median_basket_quantity,median_unique_products
223,0,0.37072800724402993,Medium Risk,21,650,0.17692307692307693,0.17359517445158326,14.77,6.0,4.0
803,0,0.3704315602599147,Medium Risk,3,659,0.09408194233687406,0.1838654231785339,23.505,11.0,9.0
2367,0,0.3695771549590719,Medium Risk,40,604,0.23178807947019867,0.16048528347651242,25.82,12.0,9.0
2119,0,0.36903265226298027,Medium Risk,5,570,0.07192982456140351,0.4858352178258407,45.8,42.0,21.0
1696,0,0.3689115550785401,Medium Risk,5,579,0.10362694300518134,0.10217614429209,38.7,15.5,12.0
383,0,0.3684810925935169,Medium Risk,48,559,0.25760286225402507,0.1564781323993421,30.47,24.0,11.0
2347,0,0.36840055725288834,Medium Risk,6,591,0.13705583756345177,0.21662968000572697,23.19,17.0,4.0
1578,0,0.3680594207553708,Medium Risk,18,547,0.16270566727605118,0.17751794070069157,20.9,11.0,8.0
1758,0,0.36795376861632084,Medium Risk,2,660,0.10151515151515152,0.21118962775059893,22.03,9.0,7.0
1356,0,0.36783340408763776,Medium Risk,12,658,0.12462006079027356,0.18607277405977804,18.795,9.5,9.0
1768,0,0.36680142709435354,Medium Risk,3,565,0.11327433628318584,0.23962475782604262,18.165,9.0,7.0
931,1,0.3666710957661493,Medium Risk,13,575,0.07304347826086957,0.22575280799344483,94.13,62.5,32.0
687,0,0.36642501535645133,Medium Risk,7,669,0.10014947683109118,0.24155210528690296,36.68,16.0,13.0
194,0,0.36634803039885366,Medium Risk,0,645,0.10232558139534884,0.15436761118408707,17.28,7.5,5.0
1987,0,0.36575066424818053,Medium Risk,5,571,0.12609457092819615,0.34052502698859893,16.064999999999998,9.0,6.0
1147,0,0.3654006209375174,Medium Risk,0,604,0.076158940397351,0.15468556508765385,55.974999999999994,22.5,16.5
300,0,0.36529988190130247,Medium Risk,22,591,0.17597292724196278,0.18258634851700944,27.035,12.0,8.5
480,1,0.36526688805803437,Medium Risk,8,672,0.13541666666666666,0.21137892545778153,34.42,22.0,6.0
1802,0,0.365211895105083,Medium Risk,1,573,0.08551483420593368,0.1219617761436444,79.87,31.0,19.0
1575,0,0.36516633303386614,Medium Risk,1,592,0.08277027027027027,0.20993587552468587,23.41,14.0,12.0
364,0,0.3651499719700317,Medium Risk,7,671,0.12369597615499255,0.20379612702829503,20.62,8.0,6.0
1102,0,0.3649114196719813,Medium Risk,8,661,0.11951588502269289,0.3002339449541284,18.82,9.0,8.0
2267,0,0.36470602919565137,Medium Risk,1,596,0.09899328859060402,0.17461961405486087,19.76,12.0,8.0
667,0,0.3643631696535251,Medium Risk,2,575,0.10956521739130434,0.3118802404379953,14.57,8.0,7.0
2285,0,0.36426683885756095,Medium Risk,1,599,0.11185308848080133,0.20376560209656644,23.36,11.0,6.0
248,0,0.3639430347349128,Medium Risk,5,648,0.08333333333333333,0.3590189907142299,59.510000000000005,45.0,19.0
978,0,0.36386533077879335,Medium Risk,1,571,0.11733800350262696,0.1343335867507416,14.17,5.0,4.0
2138,0,0.3638632316528248,Medium Risk,0,574,0.1132404181184669,0.24805362040075216,17.45,7.0,5.0
2282,0,0.36378078325976304,Medium Risk,6,563,0.12433392539964476,0.10339164509858949,12.754999999999999,7.0,6.0
1717,0,0.36376961288145016,Medium Risk,6,617,0.1312803889789303,0.39677547695280674,14.14,7.0,5.0
1765,0,0.36330600281422964,Medium Risk,3,598,0.09698996655518395,0.21263712091677428,22.189999999999998,13.5,10.5
1729,0,0.36310316893797423,Medium Risk,9,639,0.13145539906103287,0.18075405584372586,22.98,8.5,7.0
2486,0,0.3629292170195773,Medium Risk,8,634,0.12302839116719243,0.2599179607383534,20.505000000000003,17.5,8.0
790,0,0.3626590033324509,Medium Risk,4,572,0.09615384615384616,0.10436118972206085,40.38,17.0,14.0
1800,0,0.36213482196865737,Medium Risk,0,628,0.12898089171974522,0.11800084391600146,39.370000000000005,27.0,3.0
2372,0,0.3617036177832055,Medium Risk,0,569,0.11599297012302284,0.21085173194420778,27.245,8.0,6.0
350,0,0.3614140810101699,Medium Risk,11,650,0.1523076923076923,0.09301878616756591,24.67,8.0,4.0
1124,0,0.361247996968882,Medium Risk,3,636,0.11477987421383648,0.25235448130353266,10.450000000000001,6.0,5.0
1959,1,0.3605390272812991,Medium Risk,10,603,0.1724709784411277,0.20309376419301425,51.025000000000006,30.5,4.0
1350,0,0.360485442279327,Medium Risk,28,608,0.20888157894736842,0.22371654975860325,7.79,5.0,4.0
1076,0,0.3604048551698371,Medium Risk,7,577,0.1438474870017331,0.1143461766288497,20.39,6.0,4.0
903,0,0.35982682723367077,Medium Risk,3,615,0.11219512195121951,0.1296669146933952,28.1,9.0,8.0
319,0,0.35963920301527724,Medium Risk,19,639,0.1674491392801252,0.22307448698611385,28.08,22.0,8.0
71,0,0.35962212710906066,Medium Risk,6,613,0.1402936378466558,0.16473822993867568,37.725,7.0,6.0
457,0,0.35961513128542255,Medium Risk,3,603,0.12437810945273632,0.20689103496422132,5.0,3.0,3.0
1505,1,0.3595964253073792,Medium Risk,30,538,0.1895910780669145,0.1542350175045581,33.035,16.0,14.0
1867,0,0.3592535900117453,Medium Risk,0,607,0.12191103789126853,0.38852596794835065,3.99,2.0,2.0
524,0,0.3591982399933193,Medium Risk,5,561,0.12477718360071301,0.3406796581335887,20.695,8.5,8.0
749,0,0.3591225895272625,Medium Risk,1,595,0.1226890756302521,0.2288187033737346,3.2800000000000002,2.0,2.0
976,0,0.358945367617935,Medium Risk,10,604,0.12417218543046357,0.1042553498506515,51.88,19.0,14.0
435,0,0.3588770881406465,Medium Risk,1,604,0.1357615894039735,0.5863585361944121,12.41,6.0,2.0
308,0,0.35790367352247215,Medium Risk,4,664,0.11746987951807229,0.09404943788471559,22.759999999999998,8.0,6.0
384,0,0.3577717913081645,Medium Risk,1,576,0.1284722222222222,0.14706268066248832,32.85,9.5,5.0
2499,0,0.3576759790080194,Medium Risk,8,604,0.14403973509933773,0.1431741000679194,16.12,8.0,4.0
2450,0,0.3575748685393608,Medium Risk,5,581,0.14113597246127366,0.27331927929114924,27.380000000000003,12.0,5.0
940,1,0.35726805721817606,Medium Risk,0,579,0.11226252158894647,0.16064266577891917,13.21,6.0,5.0
402,0,0.35689050077291223,Medium Risk,3,617,0.12317666126418152,0.13510485109142406,19.994999999999997,8.0,5.0
138,0,0.3566004558384787,Medium Risk,1,610,0.10163934426229508,0.21637743558522826,39.06,19.5,11.0
244,1,0.3562176262177186,Medium Risk,4,629,0.06518282988871224,0.1476088172106301,39.09,22.0,20.0
1300,0,0.35621091580128594,Medium Risk,0,651,0.11674347158218126,0.2004373886278957,13.77,6.0,3.0
1858,0,0.3559075854446562,Medium Risk,3,584,0.1095890410958904,0.1656172998682024,33.29,14.0,10.5
1110,0,0.3558815411663902,Medium Risk,22,648,0.2006172839506173,0.31748418004698414,32.72,7.0,5.0
1708,0,0.35582322393467625,Medium Risk,4,583,0.09433962264150944,0.3050852960273892,48.8,26.0,17.0
1963,0,0.35577886166177947,Medium Risk,0,611,0.07855973813420622,0.173296810996909,46.64,18.0,16.0
1330,0,0.3557408036725931,Medium Risk,6,640,0.1296875,0.23985789759589268,19.97,8.0,6.0
1887,0,0.35566809853797116,Medium Risk,5,644,0.13043478260869565,0.2507127562669316,8.040000000000001,4.0,3.5
1666,1,0.3555180183672214,Medium Risk,7,558,0.14695340501792115,0.13993898763989726,9.129999999999999,3.0,3.0
2241,0,0.3553530523164394,Medium Risk,0,628,0.11464968152866242,0.30954910980550776,10.05,6.0,4.0
697,0,0.35531470800470466,Medium Risk,0,621,0.09500805152979067,0.11724763008528721,38.07,19.0,11.0
291,0,0.35513947496759385,Medium Risk,3,574,0.10278745644599303,0.2052736870418936,30.97,18.0,12.0
1392,1,0.35418041101216197,Medium Risk,20,590,0.1847457627118644,0.23289144604698775,19.73,9.0,6.0
577,0,0.3539946734151015,Medium Risk,3,566,0.06537102473498234,0.11201144954749376,99.99,31.0,29.0
162,0,0.3539736283386129,Medium Risk,5,652,0.1058282208588957,0.09945096731849104,38.27,13.0,12.0
1192,0,0.3537951295243181,Medium Risk,6,614,0.1449511400651466,0.1790894863469669,10.01,7.0,2.0
875,0,0.35348298904412756,Medium Risk,1,634,0.1056782334384858,0.2711136189045324,13.93,10.0,7.0
2435,0,0.35297762424874296,Medium Risk,0,663,0.06334841628959276,0.3463586837811099,75.33,61.5,22.5
1227,0,0.3529606151965672,Medium Risk,7,568,0.13556338028169015,0.12082684242061115,28.9,12.0,8.0
1241,0,0.35275324366846333,Medium Risk,5,671,0.12965722801788376,0.1949813742299766,13.73,6.0,4.0
2466,0,0.35272942307676125,Medium Risk,11,558,0.16487455197132617,0.1349717774170886,12.335,4.0,3.0
2336,0,0.35251121938470537,Medium Risk,0,679,0.10751104565537556,0.24988837353404836,13.420000000000002,6.0,5.0
264,1,0.3518883041705327,Medium Risk,1,625,0.0976,0.21017122154486365,23.02,13.0,10.0
1979,0,0.35038968689980265,Medium Risk,10,631,0.15530903328050713,0.25279236961471574,8.045,4.0,3.0
2274,0,0.3499043104658723,Medium Risk,6,643,0.09642301710730948,0.19392287581494827,92.425,35.5,23.0
2100,0,0.34978779911147273,Medium Risk,12,560,0.12142857142857143,0.40915619685988347,41.620000000000005,26.0,18.0
1464,1,0.34974751430071804,Medium Risk,5,589,0.1273344651952462,0.33482864532816037,27.19,11.0,9.0
1731,0,0.34946180365905105,Medium Risk,3,616,0.10551948051948051,0.28733471266197164,26.58,24.0,11.0
1978,0,0.34934062356256296,Medium Risk,6,645,0.13488372093023257,0.12507319929728675,11.41,6.0,4.0
2211,0,0.3491961659379283,Medium Risk,0,583,0.11320754716981132,0.15830974950289844,25.985,10.5,7.5
632,0,0.34917371408182796,Medium Risk,9,570,0.14912280701754385,0.24936297190370818,24.22,16.0,7.0
2235,0,0.3484789378628192,Medium Risk,9,566,0.1501766784452297,0.11828765906415865,27.98,9.0,7.0
2288,0,0.3478667751202744,Medium Risk,39,564,0.26773049645390073,0.2030048177474201,4.69,2.0,2.0
1427,0,0.34723328219173644,Medium Risk,0,630,0.10317460317460317,0.23038805673232993,17.34,10.0,8.0
269,0,0.34704498595617755,Medium Risk,1,582,0.13058419243986255,0.1470682957928845,11.635,5.0,3.0
2030,0,0.3469991488690402,Medium Risk,10,562,0.1494661921708185,0.1834182382907632,24.9,10.5,8.0
2247,0,0.3465905460372398,Medium Risk,0,672,0.11904761904761904,0.18855717185385656,25.849999999999998,7.0,5.0
116,0,0.34657527412742656,Medium Risk,1,636,0.12421383647798742,0.41900091169165954,7.83,4.0,4.0
799,0,0.3465633729919757,Medium Risk,2,650,0.10153846153846154,0.3587944731289441,29.295,23.5,11.5
325,0,0.3459903410183529,Medium Risk,3,608,0.11513157894736842,0.39113736292843143,32.1,18.0,11.0
460,0,0.34566952055503625,Medium Risk,16,587,0.18568994889267462,0.20195295775036948,4.94,3.0,2.0
1145,0,0.3453452555234722,Medium Risk,7,665,0.11879699248120301,0.21230679574267702,37.22,16.0,12.0
1785,0,0.3450710142691806,Medium Risk,0,613,0.11582381729200653,0.2685647790064873,15.34,6.0,6.0
405,0,0.3441046181617145,Medium Risk,5,644,0.14906832298136646,0.21922426907902692,33.135000000000005,38.0,4.0
1747,0,0.3437540465671134,Medium Risk,5,632,0.13924050632911392,0.20270107857714348,22.77,26.0,5.0
2028,0,0.3430179683387044,Medium Risk,7,659,0.13505311077389984,0.16187716249593925,15.5,6.0,6.0
278,0,0.3426651490404676,Medium Risk,3,634,0.12460567823343849,0.17636917189454224,16.56,7.0,6.0
1972,0,0.3426193826060868,Medium Risk,25,540,0.21296296296296297,0.16484264913104743,11.709999999999999,8.0,5.0
911,0,0.34221331544833705,Medium Risk,15,584,0.1232876712328767,0.12347423401471053,48.629999999999995,26.0,20.0
283,0,0.3421492708145862,Medium Risk,3,639,0.11580594679186229,0.1542220779055867,45.06,16.0,11.5
2482,0,0.3419849328376574,Medium Risk,0,672,0.10416666666666667,0.22056984806577498,20.27,10.5,8.0
2123,0,0.34186527463395106,Medium Risk,7,557,0.09874326750448834,0.21202082938081018,76.19,31.0,24.0
1929,0,0.3416705845484034,Medium Risk,18,660,0.08636363636363636,0.17679943234173814,82.27,40.0,33.0
1267,0,0.3416432172709026,Medium Risk,2,601,0.10815307820299501,0.09877395331940787,23.34,11.0,10.0
483,0,0.3415408370879411,Medium Risk,8,643,0.14618973561430793,0.30732052798704934,18.515,9.0,6.0
441,0,0.3414768184324032,Medium Risk,6,560,0.13035714285714287,0.12240550765140927,28.53,13.0,10.0
2470,0,0.34144007115276276,Medium Risk,5,598,0.14214046822742474,0.2353812231133401,9.0,5.0,4.0
1263,0,0.3413157886624461,Medium Risk,23,641,0.19500780031201248,0.14258835455480975,31.84,11.0,8.0
2043,0,0.34130783663771286,Medium Risk,2,584,0.10273972602739725,0.2060126900997079,20.105,14.0,11.5
2065,0,0.34067175242841724,Medium Risk,4,615,0.13170731707317074,0.20070874547321768,23.58,8.0,7.0
2485,0,0.3404318695312328,Medium Risk,1,618,0.1262135922330097,0.16369182657740983,10.665,5.0,4.0
1291,0,0.3402383697107072,Medium Risk,16,638,0.15517241379310345,0.1838198139046865,28.43,13.0,11.0
1349,0,0.3401075384766429,Medium Risk,65,575,0.34782608695652173,0.25266420686537977,20.17,10.0,7.5
1723,1,0.34004183821991063,Medium Risk,1,675,0.12444444444444444,0.05757604235190927,41.68,10.0,7.0
548,0,0.3394013923401304,Medium Risk,19,576,0.1597222222222222,0.20818153802785946,41.985,21.0,15.5
1555,0,0.33914961904248286,Medium Risk,6,616,0.14123376623376624,0.23183483520374612,10.14,5.0,5.0
1363,0,0.33905309810206485,Medium Risk,2,605,0.08264462809917356,0.1700320147252004,62.2,27.0,21.0
1418,0,0.33901237060909667,Medium Risk,1,630,0.11904761904761904,0.1308617272298254,30.71,9.0,8.0
1091,1,0.338778892905072,Medium Risk,15,581,0.19965576592082615,0.08242781357923594,36.405,20.5,3.0
1685,0,0.33843078819006245,Medium Risk,3,635,0.14015748031496064,0.14979823631417608,7.24,3.0,2.0
514,0,0.33828958904726086,Medium Risk,4,587,0.10562180579216354,0.10746555384997196,33.43,21.0,14.0
937,0,0.3377007777891344,Medium Risk,1,601,0.10316139767054909,0.21693646865225252,21.395,17.5,11.0
17,0,0.3375213846760706,Medium Risk,20,638,0.19278996865203762,0.23182969640581386,38.82,25.0,8.0
1119,0,0.3374854415913799,Medium Risk,3,569,0.11423550087873462,0.2942962879258715,26.96,17.0,12.0
302,0,0.3374587445063176,Medium Risk,9,575,0.1617391304347826,0.1246617365414927,13.43,5.0,4.0
1844,0,0.33721699916031456,Medium Risk,1,585,0.13162393162393163,0.07932136492835157,13.54,6.0,4.0
708,0,0.33659358663449973,Medium Risk,2,664,0.09789156626506024,0.15559720044364556,40.42,20.0,14.0
2149,0,0.33627796955477096,Medium Risk,15,509,0.21021611001964635,0.3341152685074917,30.0,15.0,3.0
1543,0,0.3354281649763115,Medium Risk,4,570,0.14385964912280702,0.2674387506179643,20.51,9.0,6.0
1993,0,0.33532501182796165,Medium Risk,2,585,0.13846153846153847,0.2489782475260865,10.98,6.0,4.0
1783,0,0.3346837854033649,Medium Risk,8,626,0.134185303514377,0.15958372047797056,30.07,20.5,10.5
2483,0,0.3344526360095174,Medium Risk,0,681,0.10719530102790015,0.1601055834585915,13.309999999999999,9.0,7.0
1781,0,0.33445218842794494,Medium Risk,3,608,0.14967105263157895,0.11955973785918332,22.78,13.0,3.0
1294,0,0.33420330785950575,Medium Risk,4,568,0.09154929577464789,0.15138779765337812,69.83500000000001,28.5,23.0
450,0,0.33401192614431346,Medium Risk,1,571,0.11033274956217162,0.2592828812309409,22.0,13.0,11.0
1964,0,0.333888876459027,Medium Risk,6,561,0.11229946524064172,0.2175876698916694,27.759999999999998,17.0,15.0
2111,0,0.33374676807964376,Medium Risk,12,651,0.1858678955453149,0.7329977827393598,14.14,8.0,3.0
314,0,0.3335639268481358,Medium Risk,9,662,0.05740181268882175,0.15392738288249852,77.1,49.5,32.5
1134,0,0.3332517499439643,Medium Risk,2,593,0.08431703204047218,0.1460292350820985,91.71000000000001,39.0,25.5
251,0,0.3331360665250157,Medium Risk,0,656,0.12347560975609756,0.21490353223195197,15.99,7.0,5.0
420,0,0.33294843969282706,Medium Risk,4,652,0.14263803680981596,0.15802006702844038,9.69,3.0,3.0
964,0,0.33277016270938653,Medium Risk,0,581,0.13253012048192772,0.170288984513226,12.01,5.0,4.0
153,0,0.3324452352309485,Medium Risk,13,592,0.15033783783783783,0.20627593939115782,15.07,17.0,10.0
1946,0,0.3322162839863308,Medium Risk,4,654,0.07033639143730887,0.17921877217605223,85.235,37.5,28.0
2195,0,0.33212856997931384,Medium Risk,0,577,0.1386481802426343,0.28585111848349487,8.73,4.0,3.0
896,0,0.3317471789155797,Medium Risk,23,608,0.17927631578947367,0.293105109928722,41.03,23.0,15.0
1833,0,0.3316287038577281,Medium Risk,2,664,0.12048192771084337,0.292636029526813,20.32,11.5,8.0
1459,0,0.3315503216563099,Medium Risk,3,612,0.12254901960784313,0.14279643878075052,44.46,15.0,12.0
1948,0,0.33153150321906455,Medium Risk,5,589,0.12903225806451613,0.18849754052427303,16.445,9.0,9.0
301,0,0.3315062378821423,Medium Risk,0,656,0.11432926829268293,0.17023064874586832,53.51,15.0,12.0
1488,0,0.33150056022112123,Medium Risk,3,584,0.1232876712328767,0.23874522326336178,31.230000000000004,16.5,11.0
2182,0,0.33123073177978946,Medium Risk,1,655,0.1267175572519084,0.1414698887005427,15.82,6.0,5.0
1668,0,0.3310964362266227,Medium Risk,6,578,0.157439446366782,0.08476103367780159,18.45,7.0,4.0
1109,0,0.33101525553370786,Medium Risk,10,604,0.14072847682119205,0.15548732875460614,25.12,12.0,11.0
1218,0,0.3309163265132424,Medium Risk,7,572,0.1590909090909091,0.2136944146275809,17.54,7.0,5.0
2415,0,0.3307001514088428,Medium Risk,23,575,0.21217391304347827,0.12527519569471623,8.055,4.0,4.0
741,0,0.3301752724886339,Medium Risk,7,594,0.13636363636363635,0.20132512321544555,31.12,17.0,11.0
1186,0,0.3299892610927847,Medium Risk,1,650,0.11538461538461539,0.10634292540369888,57.46,21.0,13.0
961,0,0.329938749406135,Medium Risk,0,577,0.1195840554592721,0.09030931918731784,36.0,12.0,10.0
2496,0,0.3297599492012775,Medium Risk,7,558,0.10931899641577061,0.26561176478962467,73.52,51.0,23.0
1683,0,0.3295847998659411,Medium Risk,0,658,0.1276595744680851,0.1464477230418716,13.66,4.0,4.0
730,0,0.32952004266952756,Medium Risk,1,663,0.13423831070889894,0.16467755932329914,11.06,4.0,3.0
1374,0,0.3294850744177139,Medium Risk,12,598,0.16220735785953178,0.14666155727085273,22.42,9.0,8.0
1634,0,0.32942776978216864,Medium Risk,3,643,0.12597200622083982,0.20349578342919483,28.34,14.0,9.0
857,0,0.32934426820662055,Medium Risk,13,565,0.07256637168141593,0.13531978842996423,92.62,46.0,37.0
2420,1,0.3292986320686495,Medium Risk,15,631,0.16164817749603805,0.17569041728301327,33.05,24.5,11.0
538,0,0.3292618859534076,Medium Risk,1,627,0.10526315789473684,0.1293001648361013,48.58,22.5,14.5
1719,0,0.3290008071975772,Medium Risk,0,611,0.12274959083469722,0.1629448317459427,20.240000000000002,7.0,7.0
381,0,0.3288562555574223,Medium Risk,4,673,0.1352154531946508,0.15036213790514502,20.01,7.0,6.0
997,0,0.3285365592961522,Medium Risk,9,640,0.1328125,0.09749605971392036,38.22,16.0,13.0
2141,0,0.3281223542967173,Medium Risk,2,676,0.1257396449704142,0.13823971309084035,39.65,20.0,9.0
748,0,0.3279512050241006,Medium Risk,0,620,0.12741935483870967,0.2754009037128293,16.79,9.0,6.0
2457,1,0.32790279005594275,Medium Risk,2,615,0.12520325203252033,0.24875525002109744,10.219999999999999,8.0,7.0
720,0,0.32769068147732977,Medium Risk,0,635,0.13228346456692913,0.06503081654733105,17.895000000000003,4.0,4.0
74,1,0.32755410655061734,Medium Risk,25,624,0.20833333333333334,0.43163349026196013,15.37,10.0,8.0
1960,0,0.3269703846810374,Medium Risk,1,602,0.14950166112956811,0.25580482751313616,27.47,14.0,4.0
594,0,0.3267740266762897,Medium Risk,8,576,0.171875,0.3224168400331074,9.51,5.0,3.0
1568,0,0.3263985498745125,Medium Risk,5,570,0.13333333333333333,0.29409902465141186,41.379999999999995,19.5,13.0
438,0,0.3263051606434542,Medium Risk,5,574,0.10627177700348432,0.21814018730145635,62.44,25.0,21.0
348,0,0.3262884528658008,Medium Risk,23,547,0.21937842778793418,0.22407093483191293,10.879999999999999,7.0,4.5
1089,0,0.3262848458282655,Medium Risk,3,635,0.14488188976377953,0.17464900156403448,8.91,6.0,3.0
879,0,0.3262529700746963,Medium Risk,5,597,0.1541038525963149,0.17828651288151667,20.994999999999997,8.5,5.0
139,0,0.3259495590706814,Medium Risk,0,607,0.128500823723229,0.1727952125019499,26.655,22.5,7.0
580,0,0.3257013816337317,Medium Risk,1,639,0.14397496087636932,0.12871342018770046,11.99,3.0,2.0
271,0,0.32545091238604307,Medium Risk,1,679,0.13991163475699558,0.18023011295361693,2.64,2.0,1.0
318,0,0.3249679901384255,Medium Risk,1,613,0.14518760195758565,0.14082385054415258,8.94,4.0,2.0
1622,0,0.3246584954804585,Medium Risk,14,635,0.15905511811023623,0.2547979543953041,27.490000000000002,22.0,11.0
1808,0,0.3243564315669139,Medium Risk,2,653,0.14088820826952528,0.13688938283769772,9.950000000000001,4.0,3.0
1624,0,0.3241293417872217,Medium Risk,0,574,0.14111498257839722,0.15449058643365463,8.280000000000001,4.0,3.0
2130,0,0.3237591796794292,Medium Risk,6,572,0.16433566433566432,0.1908551764407122,31.895000000000003,12.0,6.0
1665,0,0.3237176902612259,Medium Risk,5,630,0.15555555555555556,0.20860965200262638,9.695,5.0,3.0
2094,0,0.3234840369676904,Medium Risk,1,624,0.11858974358974358,0.22935236092602143,36.82,19.0,11.5
136,0,0.3221473536693258,Medium Risk,4,568,0.13380281690140844,0.2180388911874224,22.69,11.0,10.0
1920,0,0.3220215264734197,Medium Risk,1,577,0.14558058925476602,0.09828159307991394,17.125,5.0,4.0
1499,0,0.32184360238675286,Medium Risk,1,577,0.14558058925476602,0.2776574216141546,18.34,6.0,5.0
1328,0,0.32182459598507335,Medium Risk,5,617,0.1458670988654781,0.18365079103765042,14.265,8.0,6.0
850,0,0.321523516852149,Medium Risk,4,636,0.14937106918238993,0.177409379693662,5.359999999999999,4.0,3.0
2437,0,0.3214726462036979,Medium Risk,2,626,0.11182108626198083,0.12888743005267547,55.575,20.0,16.0
1001,0,0.3213703914485819,Medium Risk,1,665,0.12180451127819548,0.11634991130849971,38.32,18.0,10.0
1139,0,0.32074572573092597,Medium Risk,10,617,0.14424635332252836,0.09070456340339901,75.39,21.0,18.0
1246,0,0.3206446108539169,Medium Risk,2,642,0.14330218068535824,0.12027894248311621,35.69,19.5,6.5
953,0,0.32025789984055236,Medium Risk,10,651,0.17050691244239632,0.2250687526737151,11.93,5.0,4.0
2302,0,0.3199893903551139,Medium Risk,1,591,0.1218274111675127,0.2651710070503605,20.560000000000002,13.0,10.0
733,0,0.3198198043591966,Medium Risk,2,591,0.12013536379018612,0.21873945764942546,29.51,21.0,12.0
2289,0,0.3195189207358983,Medium Risk,3,568,0.14612676056338028,0.27418589195860626,19.86,9.0,7.0
793,0,0.31948405183325085,Medium Risk,7,587,0.17546848381601363,0.22908580624683286,9.99,3.0,2.0
779,0,0.31940799043579293,Medium Risk,0,609,0.12479474548440066,0.1189169887032492,33.209999999999994,11.0,9.5
2428,0,0.31930459445949044,Medium Risk,52,563,0.03197158081705151,0.06490808360614456,20.0,3825.0,1.0
732,0,0.3192689626942542,Medium Risk,18,546,0.18315018315018314,0.31302958306175227,28.509999999999998,18.5,12.0
986,0,0.31924581434249033,Medium Risk,0,651,0.13517665130568357,0.24514552272118562,13.829999999999998,5.0,4.5
2063,0,0.31838062907213366,Medium Risk,1,635,0.12283464566929134,0.20601255316121486,21.555,12.0,9.0
1961,0,0.31800501791379543,Medium Risk,0,649,0.13559322033898305,0.1788210979762327,11.49,5.0,4.0
1773,0,0.3179493914608093,Medium Risk,1,610,0.14590163934426228,0.12346135022577638,25.54,12.0,5.0
1794,0,0.31777332362903743,Medium Risk,1,669,0.10762331838565023,0.13369258403900436,42.685,20.0,14.0
1440,0,0.31739522375638984,Medium Risk,6,580,0.16724137931034483,0.2579023938632456,15.0,17.0,4.0
569,0,0.31700713803007774,Medium Risk,9,606,0.16006600660066006,0.07454912984428792,55.59,17.0,12.0
1492,0,0.3169357522660636,Medium Risk,2,663,0.138763197586727,0.1918892440961122,9.99,6.0,4.5
1735,0,0.3163973771276967,Medium Risk,0,578,0.14705882352941177,0.15741470205370178,24.58,8.0,5.0
2319,0,0.31634664375224514,Medium Risk,11,661,0.17397881996974282,0.18272917162422989,3.33,3.0,3.0
280,0,0.31634489294157647,Medium Risk,2,669,0.15097159940209268,0.2704270550481363,15.09,7.0,3.0
41,0,0.31623684054410856,Medium Risk,2,609,0.11494252873563218,0.19763922932613967,42.83,19.0,15.0
924,0,0.31610491936806573,Medium Risk,2,677,0.1344165435745938,0.12280307961661915,18.060000000000002,8.0,6.0
317,0,0.3160822004116494,Medium Risk,4,644,0.09316770186335403,0.1636855553885465,94.95,40.0,27.0
1899,0,0.3159070253300931,Medium Risk,11,651,0.10138248847926268,0.17371156384716926,128.88,43.5,35.0
80,0,0.31555009450631727,Medium Risk,2,627,0.1419457735247209,0.2898205489092188,23.66,14.0,7.0
1836,0,0.3153366927821591,Medium Risk,1,619,0.1421647819063005,0.09721944174340787,26.425,9.5,6.0
684,0,0.315157498268909,Medium Risk,9,637,0.16169544740973313,0.13890349192227594,14.32,7.0,6.0
2011,0,0.31495599550580305,Medium Risk,6,619,0.1631663974151858,0.2437521892085345,11.379999999999999,6.0,4.0
1157,1,0.31492015744275886,Medium Risk,7,635,0.15905511811023623,0.11491226176857827,20.99,6.0,6.0
1088,0,0.3148899244979126,Medium Risk,1,639,0.13615023474178403,0.3088428677426701,13.129999999999999,10.0,6.0
907,0,0.3143983051095196,Medium Risk,0,676,0.128698224852071,0.25250541711809316,13.9,8.0,6.0
25,0,0.31393160296727285,Medium Risk,0,671,0.13710879284649777,0.17762199089134678,20.525,9.0,5.0
1968,0,0.3135570335392732,Medium Risk,2,614,0.13355048859934854,0.18854022515615063,17.33,10.0,8.0
1724,0,0.313273359609506,Medium Risk,4,608,0.1513157894736842,0.1418344729277787,22.5,8.0,6.5
735,0,0.3132092902310262,Medium Risk,0,625,0.1424,0.11584708915310325,7.91,4.0,3.0
1039,0,0.3128330824377685,Medium Risk,4,569,0.13181019332161686,0.12330418248608337,42.86,16.0,14.0
992,0,0.3125852954338768,Medium Risk,1,577,0.1559792027729636,0.0696609927049063,1.855,1.0,1.0
2345,0,0.3121118078888858,Medium Risk,5,655,0.15267175572519084,0.19201139627276642,20.025,10.0,6.0
1925,1,0.3119645156077254,Medium Risk,13,605,0.19504132231404958,0.08643018018018019,14.58,4.0,3.0
596,0,0.3117724673306772,Medium Risk,11,618,0.1779935275080906,0.11402525391529668,15.23,6.0,5.0
666,0,0.31152244584810224,Medium Risk,2,597,0.1541038525963149,0.18886538196201075,6.390000000000001,3.0,3.0
221,0,0.3112214298667689,Medium Risk,5,580,0.13275862068965516,0.23544211901109968,29.240000000000002,25.0,13.0
1591,0,0.31069341013165974,Medium Risk,2,656,0.15091463414634146,0.18404976018506153,28.5,40.0,5.0
390,0,0.3106114142405284,Medium Risk,8,594,0.17845117845117844,0.1435630910794922,11.280000000000001,4.0,3.0
